id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
105,2.66550887318e-06,1.14309095807e-05,5.7642597362e-09,1.36453820687e-07,6.24360325219e-07,9.66409063885e-10,3.95178972212e-07,4.24416430178e-06,0.999623298645,3.7879952508e-09,0.000108690765046,3.89378010368e-06,1.43024942645e-06,1.19577336477e-07,4.88268124172e-05,3.71795871867e-10,2.23035440285e-05,1.12199423086e-07,1.94012472754e-09,1.7978182143e-07,6.24413928563e-07,6.00320293476e-10,7.91417625878e-12,1.92042215463e-11,4.73727224115e-10,9.28068566441e-10,5.76052556767e-08,3.95435850731e-10,2.9602884033e-10,1.87886567415e-10,8.7047385966e-10,1.11982583206e-08,5.20054967978e-08,8.83465922641e-09,1.66196709728e-08,2.18381998707e-07,1.47552714491e-09,1.93981031238e-09,1.52531473563e-10,3.25714802352e-11,7.38343608475e-09,9.71068061517e-08,8.61277094089e-09,6.1509739524e-09,1.58102253067e-07,4.93368048637e-08,1.46315191074e-08,2.09458939082e-08,8.45690877327e-08,5.1233053e-07,1.09832448691e-10,2.96195046268e-09,6.48921527624e-10,1.84701587358e-09,1.60302959795e-09,3.21687648741e-10,7.85019882432e-10,1.80404982619e-10,4.92147364639e-07,4.64359217744e-09,5.17451459459e-09,2.67998900849e-10,4.74111361282e-10,3.96381460988e-09,3.3728415616e-09,2.14954676281e-09,1.07176156838e-09,1.02024666493e-09,6.09094641391e-08,2.69567426159e-08,1.03722286315e-09,7.61672538374e-08,1.42228739897e-09,1.41543807786e-07,1.78494961034e-08,1.05353921143e-08,2.61758281717e-10,7.30742688582e-10,3.09095931073e-08,5.91914037784e-08,1.23814414277e-09,2.18047659928e-08,4.43660645999e-08,2.68217039689e-08,2.26619363275e-06,2.57783794311e-09,1.40715239461e-09,3.33120440954e-11,6.80880296589e-10,3.23432068399e-05,9.4937835371e-09,3.31448397617e-08,2.42318634491e-07,6.56031033941e-07,0.000132937726448,4.94530922879e-07,6.25130336385e-10,2.29408891883e-09,5.04377695165e-08
110,3.58904295172e-11,8.03004107652e-10,3.81017258536e-20,9.00101281935e-17,2.42400214484e-11,2.28336280954e-15,5.16986301859e-13,1.15419338583e-12,1.9387308531e-14,1.0,2.22292365371e-17,1.31987936206e-11,1.85331444754e-19,7.16130866223e-15,1.3513757611e-14,7.88211306715e-19,1.51221548304e-12,9.80877491208e-19,1.7379988465e-15,7.93574156854e-15,3.27279803258e-09,6.04647904892e-16,1.39425024252e-20,5.16126888678e-14,1.55044054852e-12,9.55424885266e-20,1.74948337067e-11,3.26582227871e-19,1.40250063692e-15,3.21166339324e-17,1.50226390696e-18,9.69772653523e-17,4.78129295133e-18,7.83359521846e-16,2.35721504063e-19,1.08211190693e-15,2.15323113835e-19,7.70156660478e-15,6.77235875615e-15,2.00319649784e-15,2.28647843205e-19,7.99561100922e-13,3.57200292395e-19,1.78186739422e-18,4.11711640139e-16,2.95749962342e-20,1.67956723155e-14,1.16604924501e-12,6.43711592276e-13,1.1874077161e-14,7.63640485646e-18,4.96160323113e-14,1.3507306226e-19,5.36298879535e-19,4.38632767261e-12,2.13013731547e-17,8.28687642985e-16,9.62129442624e-19,3.85342411475e-20,3.33849193136e-14,2.31583524059e-13,1.78050348919e-16,1.72366291313e-17,8.12880566155e-21,3.34807143195e-17,7.21945832109e-15,2.70008110261e-16,5.50074350041e-23,1.19268676424e-15,1.35787632571e-18,6.78937564806e-16,4.34920713471e-15,6.55577083094e-20,2.39499475735e-18,7.16618142604e-09,6.87464679367e-13,3.00548796382e-17,3.98050097196e-17,3.27687811781e-12,3.80826013086e-17,5.31335934452e-13,2.23913187395e-21,9.19117601735e-20,3.70707815756e-18,6.1331877077e-12,1.62127984513e-14,6.74501230675e-20,2.99866805515e-21,2.00842794538e-17,1.84057040713e-14,1.79242759551e-18,2.58642916651e-17,6.06836468621e-15,6.93200837308e-15,1.01687432351e-18,9.59624293548e-15,5.4775932475e-20,9.3663272769e-16,1.82997436377e-14
111,6.67467858761e-10,9.46060590978e-11,1.0814634778e-11,1.13731440932e-10,2.33416393852e-11,3.09704475399e-08,2.86435692942e-07,2.63893878971e-10,1.03218278369e-09,5.20322718245e-09,2.91196067259e-10,1.82894832612e-09,6.16496697442e-12,2.77958767114e-10,1.56967785991e-10,9.12943193265e-11,1.24593009521e-11,3.98508344379e-11,3.20645483498e-08,1.16071632306e-08,2.35753326583e-11,2.64355573022e-12,6.86410780645e-13,5.28941430586e-12,9.36949406949e-10,4.33378159748e-13,1.91611562173e-08,4.90646715964e-12,4.84908069254e-09,6.91868654382e-12,4.12253009507e-11,1.53327820411e-14,1.91088898177e-12,5.09348119238e-11,2.42214478726e-13,1.28336550276e-08,1.39260125653e-09,2.31319581545e-11,3.93103605223e-12,7.72815893311e-13,1.25307507426e-11,4.10929233349e-12,1.52912835172e-10,1.68163637682e-07,9.57839818745e-13,1.72095029199e-11,5.11593068256e-12,5.10795317155e-09,2.63499430608e-11,4.25700097395e-09,1.95476204667e-11,2.50133282143e-11,3.56386586908e-09,6.9880115583e-11,1.42315825791e-10,8.69700353401e-11,7.91967880165e-11,1.41464062686e-11,2.05379203227e-11,1.24368136767e-06,4.98577445995e-09,4.38140572e-13,3.64479280091e-12,3.13152622766e-06,2.57454620773e-13,3.42178868573e-10,2.50539283764e-10,7.06988911858e-10,1.38478409295e-10,2.59676880887e-07,9.39296143088e-08,0.999959230423,2.23810095457e-10,2.07473327407e-08,9.30321791826e-13,1.66465463376e-12,7.24286353115e-10,1.17509640907e-10,1.69765146385e-09,4.38113056944e-09,3.52890601789e-05,1.05843183107e-08,9.78225500603e-08,6.02144376027e-12,2.5608749496e-11,4.11938608225e-11,9.88783721567e-10,1.56398272111e-09,1.05907188401e-12,6.19142792591e-10,1.06772906489e-11,1.12288567333e-10,8.8087276362e-10,1.81768655683e-10,4.26735990294e-12,2.4147435787e-11,3.23015347803e-09,1.89908375484e-12,1.04655471789e-10
112,9.12828948714e-13,1.21482921133e-16,2.78893200004e-15,1.12733719298e-16,1.99564517689e-10,1.46515354645e-13,2.10004793909e-14,4.84357494976e-15,9.05271332817e-16,7.67956965381e-12,2.10927087428e-12,1.04642482179e-10,6.14124473931e-13,1.96668792363e-11,3.37723826769e-13,9.7970132007e-10,5.92947457627e-14,6.52152265431e-15,6.50094811316e-10,4.21008375189e-14,1.72275631261e-11,2.12146914619e-11,1.94692484001e-06,4.02150348577e-08,4.69641534551e-08,2.52062509754e-10,7.79290607739e-12,3.23501567602e-14,1.54508725814e-08,1.284613802e-07,5.11444012141e-11,6.84270735705e-17,3.0647815015e-13,5.05049424504e-09,8.63029164463e-15,3.8965755067e-09,7.6953532793e-14,8.30839086766e-13,5.49328672828e-11,7.07542799171e-15,2.84172512842e-16,5.77788413902e-14,4.03540975041e-16,6.40575645913e-13,5.88197296859e-14,2.90904953053e-15,1.23971041766e-10,1.25529300225e-14,1.28260358064e-13,2.80089218485e-09,3.53828595485e-15,1.8281830585e-14,3.10254816629e-12,4.92707914398e-12,9.73189457909e-08,1.05454012189e-09,1.30877486626e-08,1.18164780735e-14,2.75966580899e-18,9.37323244195e-13,1.98961805148e-13,8.04519617592e-10,4.93938721036e-08,3.7516999056e-12,8.41809765006e-07,1.81425829915e-09,1.21953183663e-10,9.5579533177e-10,4.0452301231e-11,7.57330613152e-13,0.999993443489,2.8476151992e-10,9.14165454446e-09,4.52840626108e-10,3.55560719756e-10,5.96900729798e-14,1.22380277367e-14,6.1660447798e-13,8.6346972324e-13,1.29115518277e-09,2.0120330646e-07,3.96556736287e-14,2.53549889519e-15,2.44921673105e-15,2.87576799667e-14,5.11013918287e-15,8.61270950392e-12,2.80676930265e-13,1.09836787487e-06,1.47010688924e-15,9.46436830816e-13,1.98568966825e-10,1.54501203498e-10,2.04838261197e-06,6.12205172552e-17,3.73462586268e-14,2.28106825095e-10,1.47997201516e-13,2.78197794662e-11
113,1.40255428799e-11,3.10744854327e-12,2.65955202305e-10,2.48212943255e-11,2.59960031279e-09,6.20313175825e-11,3.97427146748e-10,1.27979796899e-11,1.15403988449e-11,2.73591793665e-09,6.63681417224e-14,3.82938930565e-10,1.15009612944e-10,1.15477306536e-11,4.70347990156e-13,3.76811692959e-09,1.14057027711e-12,2.61820916374e-14,7.41460278592e-13,6.92882348718e-11,1.53760781885e-10,3.44434436528e-09,1.80851866816e-08,1.15505906706e-06,2.00111844606e-06,6.91189216973e-10,9.39059385807e-10,2.49724945584e-11,1.47531284256e-06,0.000379551143851,3.69506603093e-09,1.14538947771e-10,3.19502193799e-12,9.95929672065e-10,1.0862930111e-08,1.37020462251e-12,6.55453202825e-09,3.58070828952e-05,0.999576628208,2.7452514928e-07,1.48391237076e-07,2.42083245811e-11,2.29641219235e-12,2.32213720475e-10,2.41584394633e-13,3.7812977749e-10,3.16537876639e-12,1.44729572771e-09,1.58778112186e-11,1.27313194709e-11,9.28063667582e-11,1.8266337054e-10,8.45068372918e-14,4.00786825602e-12,1.40845681784e-08,1.07059094034e-07,2.14815318311e-11,1.08474846883e-08,4.01230996127e-13,9.12334985337e-10,6.97386863969e-13,1.4193743425e-07,6.23398499489e-10,6.00981870063e-14,1.12305137412e-10,4.97074907277e-12,1.35472249738e-11,7.04622749037e-10,9.183329297e-08,3.1479516216e-10,1.23163115262e-08,3.3164471603e-12,1.13817559821e-08,6.38382185655e-12,6.44364561708e-11,3.76054569429e-11,1.21366727779e-09,5.18292564422e-09,6.33515765888e-12,1.84144326454e-08,7.92096804814e-11,1.54437237738e-12,5.12902914585e-11,3.00707245562e-12,7.6887030076e-09,1.4437637752e-09,9.79003390942e-14,1.81546000455e-10,1.1737286143e-10,1.50805687382e-11,9.98189353396e-09,1.85197723043e-13,1.00710779993e-10,2.75543320799e-11,3.64043213977e-12,5.50041782954e-12,2.59805028691e-06,3.9854359396e-11,3.84461934511e-10
114,1.02101542498e-10,4.94031736093e-13,6.55710902242e-11,3.59009155737e-09,1.56038315602e-09,3.27322782594e-12,2.2631627683e-09,2.04538100866e-13,2.80573660008e-13,9.78547354258e-10,4.82801342308e-12,1.11077140541e-10,5.35564431345e-12,9.93407938375e-13,3.56523865335e-13,7.28733740019e-12,4.4014661707e-13,2.59025358671e-13,1.39718661987e-11,1.11613496223e-12,2.20839069698e-06,3.93819590272e-08,1.9285185715e-07,0.999984025955,1.00778163414e-06,1.03198117358e-05,1.87392180766e-12,2.07680088404e-11,5.96184435153e-09,6.29689296261e-08,2.80045604484e-08,2.85759443885e-10,9.12336504087e-13,4.04408902199e-11,7.3050149263e-11,7.16287185815e-12,8.35185462456e-11,2.07329744484e-08,2.32753549767e-07,1.3746133618e-06,3.64475116754e-12,2.09010413144e-12,2.27808250779e-13,1.36479616497e-09,5.88989404124e-12,2.36674672915e-11,6.07048589174e-09,2.67758081332e-12,3.62908973706e-11,1.38196806429e-11,2.3632058116e-11,1.68869432327e-11,3.0223340497e-10,3.04314949975e-12,1.90391413746e-09,1.05531430816e-10,5.01782166165e-12,6.44463345537e-12,1.7211928658e-15,7.0114969386e-11,1.3379015229e-08,9.36862321055e-09,5.14102183047e-08,1.42939317067e-14,4.14033335394e-10,3.28850791043e-09,1.69526823135e-11,6.02635233382e-11,1.1509406761e-09,5.71886491613e-14,5.15663636236e-08,1.24413662966e-12,3.10013091587e-11,1.40427914522e-12,3.80698246261e-08,2.93284737858e-13,3.71590735612e-12,1.23095674279e-11,2.34822578049e-11,1.15248344201e-08,1.24398191748e-09,5.17304775405e-12,3.4618347685e-13,5.58927599028e-14,4.2902126296e-11,6.96414176327e-11,1.74127275099e-11,5.99741556331e-13,7.65987967499e-12,5.52186497482e-13,6.81282504369e-12,5.47961287456e-10,4.91975959971e-10,4.38818892334e-09,9.87801488284e-14,4.16172006796e-13,4.05494517963e-07,2.25950946842e-09,7.11541103815e-10
117,5.80954429097e-06,0.000103709979157,3.3985850223e-07,0.00338941253722,7.81752476087e-07,7.24485076375e-08,1.19792030091e-05,2.49201784754e-05,0.00105939758942,6.01500786956e-08,1.78226982825e-05,3.77134565497e-05,2.94605183626e-06,7.15694056908e-07,0.00218653678894,7.62693730394e-08,4.94814848935e-05,8.83318425622e-05,2.50826079906e-08,0.000288189912681,2.90038315143e-06,2.10071880247e-06,9.00058516606e-09,1.90175564185e-09,1.28772592589e-08,2.06135872816e-08,9.73226851784e-05,9.9657802366e-07,3.0879494517e-09,1.2733583632e-10,4.88977775603e-07,2.92533150059e-06,1.6947846234e-05,5.37098987508e-09,1.50542098254e-06,1.76730068802e-07,6.24512831564e-05,1.28287081225e-06,3.65095296218e-08,6.63731469785e-08,3.089647862e-06,0.000125293925521,0.000100835808553,6.23585810899e-06,1.59975388669e-05,0.000162654570886,7.4538839101e-08,2.19284311243e-06,5.33134823399e-07,4.81045390188e-07,1.86043744179e-05,2.98707533375e-07,1.01915466075e-05,1.05296010133e-07,1.56099444482e-09,5.61461952486e-08,1.68126117472e-08,5.40915721103e-07,0.000201578659471,5.11563484906e-07,8.43298494146e-07,1.67901799131e-08,1.75765695332e-08,8.35084904338e-07,1.10166462619e-08,1.00128412228e-08,2.43778885078e-07,8.96688050034e-07,3.73237548956e-06,3.66956919606e-06,1.13352138786e-09,5.62707436202e-09,1.47537648765e-09,4.38752649643e-05,5.28656052268e-09,6.32256444533e-07,4.52831017128e-08,6.51982475119e-07,1.55733957286e-07,3.63788349205e-05,5.23542498243e-09,5.52861729375e-06,1.15118091344e-05,1.82366893569e-05,2.95044810628e-05,8.89542388904e-06,1.43351098814e-05,3.87655063605e-08,2.85290440161e-08,0.00106985820457,5.12716155754e-07,6.56842621538e-06,2.22124162974e-05,1.13867827167e-06,0.990374326706,0.000236309846514,1.41529213238e-07,1.88644980881e-06,5.75307481654e-08
119,3.38950394507e-06,6.65791640569e-12,2.4252639827e-11,1.97011296166e-11,1.20015664073e-09,1.45188153167e-10,8.03180022491e-10,1.17939248412e-06,1.59975126479e-08,1.16998899102e-06,4.66287524148e-08,6.54274217027e-08,9.48871189954e-11,1.4502327117e-09,9.86975279282e-10,3.47143390422e-11,2.67328426062e-09,7.60590812554e-10,0.984817326069,4.00896807071e-12,2.86022810769e-07,1.09322034932e-12,4.7557578535e-12,2.24338991828e-09,4.57697424281e-05,4.55741659688e-11,8.74248229366e-10,1.97994709517e-09,4.06459719215e-08,6.81004775141e-12,2.94066576645e-11,2.69131288436e-13,4.62264232969e-13,5.19625764639e-09,7.11976159452e-13,4.05438420614e-08,1.36368629063e-12,6.05306690188e-12,3.82970044566e-11,2.72391779271e-11,1.93583907585e-12,9.54421819355e-11,4.28795454005e-12,1.44617304798e-08,1.72707369239e-11,5.72001593226e-13,2.79633243644e-11,3.66381577854e-12,2.67099835582e-07,0.0150512661785,7.70997293786e-11,1.84174095245e-12,1.29192642695e-10,7.50997003252e-07,3.65186178897e-06,1.1911287956e-08,4.19028935994e-07,2.6842857364e-12,7.18321973084e-12,2.39287745174e-09,5.65313212064e-06,3.80964593205e-10,5.52191359304e-08,6.68526900505e-10,8.13165090818e-11,1.67266005491e-08,1.00475329445e-10,9.38311667947e-12,8.25969459495e-10,5.45760485693e-07,1.41392058595e-06,3.50448985387e-08,1.19859358549e-10,5.76030390054e-10,1.95492347643e-07,2.20126761263e-08,4.05095024192e-09,7.6528955395e-10,1.05037228915e-11,1.81291287538e-10,7.47073514162e-08,1.08860945432e-12,3.56904748811e-11,1.05729470318e-11,4.75808770162e-09,2.17279153003e-10,3.14876670018e-05,3.47879602729e-12,2.22577345443e-10,2.17831384361e-05,3.3844224645e-10,1.31237902679e-06,5.40020295148e-09,1.18224561447e-05,1.62887273114e-11,1.64603308761e-09,6.44440273714e-12,2.41167832371e-08,1.38154843121e-09
121,9.96943185783e-07,5.62288278161e-08,8.30120683304e-09,2.28331757057e-07,2.73715494714e-09,6.76954395318e-11,1.34197523494e-06,0.00365186459385,1.46475840666e-05,3.3087708573e-08,5.22918867318e-07,2.90500656774e-06,0.0029229382053,0.000369517074432,2.32617712754e-05,6.30867580398e-09,4.31683543078e-11,0.943847417831,9.24745779951e-10,0.000376370910089,4.54036262454e-06,7.47925554823e-10,6.47864140807e-12,1.99610084017e-09,4.45270984528e-08,2.59011007087e-11,2.21873415285e-06,3.42304815604e-08,9.01098218264e-08,9.03170316313e-11,1.98864196221e-08,5.21965182188e-09,1.40494404999e-09,3.21895953448e-07,2.55821515083e-08,6.64596100375e-10,1.79530381672e-08,9.70350200191e-09,1.25631105519e-08,6.59824250793e-10,5.36226674175e-10,4.62253919977e-05,2.64050292742e-09,5.83477133276e-09,1.23526593399e-08,1.10438677439e-05,8.79662067632e-08,2.69582778856e-05,0.0478177443147,1.89961281194e-06,4.1882028512e-08,4.60231075472e-10,5.29733188159e-05,1.00190231933e-06,1.00186787222e-06,3.22349961834e-07,1.208859568e-09,2.32269776745e-08,0.000374066119548,1.18453510889e-10,9.44215017284e-08,2.56967203072e-09,9.66838229033e-07,1.22846216755e-07,5.73948222282e-09,4.79487916039e-08,6.69850425128e-11,3.18597792592e-09,3.34424134962e-06,6.72739020047e-07,2.27507523931e-09,1.03232437709e-07,1.67862584943e-10,1.27494386106e-05,4.66241409924e-08,2.0666058731e-07,5.86514659062e-08,5.04982895777e-11,1.99338323625e-10,0.000355708965799,1.6142857362e-07,9.26686766434e-07,4.27174420281e-08,1.71173141439e-07,3.50960149831e-08,5.75243120693e-07,2.66703609668e-05,4.18049861395e-09,7.30355065315e-09,1.52967149916e-05,3.52058138198e-09,2.10341477214e-05,3.00826059174e-06,2.33718168374e-07,2.78873449133e-06,8.73890542152e-07,1.03718286937e-06,5.68438518478e-10,2.30740326401e-07
123,1.69981053972e-12,5.3658407495e-08,1.24977233895e-07,4.0033651949e-09,2.72007998348e-08,0.999883294106,1.0765324987e-06,3.27770699471e-09,5.6694815509e-11,2.95625190994e-09,1.37548250567e-09,3.16251148533e-12,1.01075744996e-11,2.6647427754e-12,4.86403972655e-10,4.26484348282e-06,9.96513094265e-09,1.44003533056e-11,2.16464055569e-08,1.78192141598e-10,7.2401650647e-12,6.04280003813e-08,1.55146970826e-08,1.50723766801e-10,1.49918674697e-10,1.3973296964e-09,2.07481321013e-08,1.3531661347e-09,1.47938195028e-07,3.81323861376e-09,2.55193599585e-09,1.0004695683e-10,9.07034003461e-10,1.28737387417e-09,1.71996323434e-11,1.2167787645e-05,5.67370896931e-08,7.83779707803e-11,1.19199108917e-10,1.25331287015e-10,3.25986326821e-09,2.94118868149e-10,1.8246955733e-06,5.9715876688e-09,2.1587187593e-09,1.19774687946e-08,1.45954333064e-08,1.89744175233e-11,1.6802283306e-12,4.45713077557e-10,2.53118468407e-08,6.36206252125e-08,1.49132678429e-10,1.03063491075e-09,6.1849037003e-10,1.87830792586e-10,4.05181199312e-05,6.37687735949e-10,6.15901914972e-13,3.2255556448e-07,3.12248982226e-09,1.28457453008e-10,1.86563542393e-11,3.08707456043e-07,6.77380070438e-12,1.17972298597e-10,3.427731599e-06,1.61145785604e-09,6.89610091253e-10,6.95259094741e-09,1.04335576623e-07,2.92093477583e-06,1.67118102468e-07,1.36810731632e-08,1.2742703781e-08,1.33707989125e-09,2.20182894139e-09,2.95900940728e-06,4.34732028225e-05,5.08280029177e-10,2.39562973547e-06,5.94229040973e-11,1.38185918264e-09,2.46198492704e-08,4.15496437256e-09,2.83256126887e-11,1.01428299093e-09,1.12562128507e-08,3.28661684534e-08,6.01535349309e-11,9.08629128969e-13,4.20792867217e-09,6.12083883578e-10,3.27644751608e-11,5.71670877303e-10,1.8217750225e-11,6.46099233143e-12,6.80374778739e-09,1.11493640709e-10
125,3.14117759581e-11,3.67331894069e-11,2.47606037236e-12,1.64020761417e-08,3.44695022525e-10,1.30262078901e-09,4.93409202384e-10,1.28938382193e-09,2.43971259861e-10,1.29006708094e-10,7.54941638093e-08,1.81248377418e-10,3.29038627456e-08,3.16002726208e-08,4.02077204864e-10,1.13496030352e-08,4.92557036824e-11,4.57165902357e-11,1.14886844482e-09,9.64200630449e-09,2.7578956896e-09,1.68358216257e-10,1.69466585209e-09,1.79215364771e-10,1.57716808363e-11,7.26658533692e-13,5.66445779171e-10,5.19165222965e-12,2.0322556793e-07,3.10165560222e-05,1.53712207407e-08,8.74708014353e-11,1.57267052714e-08,5.45048273182e-09,9.2128071838e-10,6.41074249241e-10,2.53173704223e-10,1.05847948462e-10,8.27474755383e-11,1.89801698663e-11,6.40222846526e-13,2.10918053856e-11,1.62713974239e-11,9.34362288062e-13,5.74622405214e-10,5.84425885464e-09,5.51334311538e-09,3.7374955561e-12,7.61932295035e-10,5.28439159098e-09,1.06608723627e-07,3.44977081568e-07,8.85019701968e-09,0.000835332844872,1.16917725279e-07,0.999109208584,3.38051762583e-07,4.60269929808e-12,1.04482525062e-11,1.0203123936e-11,3.02712327427e-10,2.4467563392e-12,5.83616557859e-11,1.75216421233e-11,1.74625092768e-05,5.64892077559e-10,5.07348954515e-11,4.25446310126e-12,1.20807200688e-07,7.71292832269e-07,6.98073776562e-08,3.1897023911e-10,3.65712841954e-11,2.00538249201e-11,8.51176817918e-09,1.92051222148e-10,3.75142278353e-12,2.36517361252e-10,6.75998007571e-11,1.46521381339e-06,3.56680487812e-07,3.1777391829e-10,3.93844644397e-11,6.08906702837e-08,9.60653210313e-07,3.64356711469e-10,2.66801301052e-08,6.03021799161e-11,6.93843524302e-11,1.50147588807e-10,1.94188274349e-07,2.26129392988e-10,2.49421372445e-09,5.66094513488e-07,2.46338199839e-10,3.47093312208e-13,1.52659621055e-10,1.01807152986e-10,7.82181814429e-07
126,4.22225753027e-07,6.33405647932e-07,4.12104554925e-08,6.19938437012e-05,6.51993445899e-08,3.56159879367e-09,1.79878043127e-07,1.61490095252e-06,0.000149503714056,7.44011408038e-10,3.55269571628e-06,9.97217526333e-08,5.40479868505e-06,6.22178006893e-08,1.00736397144e-05,3.06711767095e-09,4.0722477479e-07,2.41338648266e-06,1.60369106883e-10,3.05684079649e-06,3.78470616624e-07,1.5307995227e-07,4.0445105598e-10,2.63346375956e-11,2.69731514901e-10,2.82119244632e-10,1.5493161527e-06,2.49837150967e-09,1.7511336825e-10,4.04759342362e-12,3.24689715114e-08,7.70344911416e-07,2.654477953e-07,1.76853509615e-09,2.62300581255e-08,2.18137641284e-09,3.51838366441e-07,8.08387756734e-09,2.83949463942e-09,1.84815251991e-09,2.01586473736e-07,6.51474256301e-05,1.01333299085e-07,6.69556357025e-08,3.67925849787e-08,3.26031295117e-05,2.55578154196e-08,4.41694645303e-08,1.98592928768e-07,1.3772762486e-07,1.72706791091e-07,5.46823963887e-09,1.12342384284e-07,2.37927944013e-09,3.26027316255e-10,1.04518811384e-08,1.25701993259e-09,6.36424646316e-09,2.82529867945e-06,3.05310954296e-09,5.37719202498e-09,8.00570651438e-11,2.39687825143e-10,1.12280842401e-08,2.67702388035e-10,1.53080814691e-09,1.69742286893e-09,1.09699307416e-08,3.14965814141e-06,3.52694833339e-08,2.81722249695e-11,1.94213256588e-10,4.72732825108e-11,1.22447730178e-07,5.8736937536e-10,2.00694767472e-08,1.78567938214e-09,6.43951203472e-09,1.20569412232e-08,3.7146051568e-07,1.28992982962e-10,7.31242977281e-09,1.41911186802e-07,3.68538849216e-07,4.74718007126e-07,1.58291030061e-07,5.91683289031e-08,5.57076518248e-09,1.11260478608e-09,2.18367458729e-05,2.09409134477e-09,1.12932006857e-07,1.44375164268e-07,1.04298408132e-07,0.999626278877,1.80699998964e-06,7.4400330341e-09,2.82893832804e-08,6.86360346336e-09
128,2.82749157421e-09,7.91272114498e-08,2.78105078029e-12,7.28832771912e-09,1.87299733057e-07,1.96374819184e-10,3.6987984231e-08,3.44434503141e-09,4.39169307356e-05,7.24101834049e-10,4.77424862311e-07,2.9059670851e-05,1.91592198462e-06,3.03503725263e-06,0.999910473824,1.19490657369e-08,1.37502877351e-06,1.34553914677e-08,1.73208392074e-09,8.84315738858e-07,1.07664072857e-06,2.82805112661e-10,2.98436653168e-08,1.04649171273e-10,3.94032917406e-10,5.61043746183e-11,6.79626850797e-07,6.97092827906e-10,1.69687275342e-09,5.22705212447e-10,4.10463307787e-09,3.35920707917e-10,8.9390992386e-09,2.53584753196e-09,2.93545687757e-10,2.73238409676e-08,5.34977617761e-09,6.05095973327e-11,2.2354577911e-10,1.67386764172e-11,3.4089586709e-10,5.48607292927e-09,3.37005623408e-08,5.31223554034e-09,3.59380933901e-08,6.26563823047e-09,1.77437122773e-08,3.78350772934e-09,2.36644893903e-07,1.82467889687e-08,2.98768521034e-09,2.02987315845e-08,1.8954706249e-08,1.08767245877e-07,1.91846288855e-10,2.31439720721e-08,5.73372727075e-09,1.00671034009e-10,8.49211423404e-10,2.18497747673e-10,1.79597003935e-10,7.63381163837e-11,2.15442025331e-10,4.12996925547e-08,1.98698160148e-08,1.89919607818e-10,4.52914483695e-10,2.62963695263e-09,1.37018671964e-08,3.05970893066e-09,1.59884887552e-08,1.09153596384e-07,2.6555932453e-10,8.0242017475e-08,3.78755826702e-09,3.23284787829e-10,1.31229601838e-11,7.26521820482e-09,9.44568157024e-08,1.58179739174e-06,9.08093014118e-08,5.63532465137e-09,2.42409861073e-08,1.86151680737e-07,1.5644680218e-08,6.24112150849e-11,8.53983994631e-09,1.36399953832e-11,2.81662382307e-09,2.70677507075e-08,9.81613332285e-11,7.16918009402e-08,5.26514085664e-08,2.56979365076e-06,5.10685254085e-07,9.65193066804e-07,2.74300221426e-10,1.64882085762e-09,1.53278989501e-08
